query_id,pair_id,principio_activo,grupo_terapeutico,drug_name,is_generic,query_type,query_category,query_text,response_text,response_word_count,collection_timestamp,notes
Q0172,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,storage,¿Cómo debo conservar DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0173,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,alcohol,¿Puedo tomar DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con alcohol?,,,,
Q0174,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,food,¿Puedo tomar DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con las comidas?,,,,
Q0175,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0176,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0177,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0178,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0179,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0180,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0181,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0182,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0183,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0184,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0185,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0186,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0187,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0188,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0189,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0190,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0191,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0192,P06_METFORM,Metformina 850mg,Metabolismo,METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0193,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0194,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0195,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a METFORMINA CINFA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0196,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0197,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0198,P06_METFORM,Metformina 850mg,Metabolismo,DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de DIANBEN 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a METFORMINA KERN PHARMA 850 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0199,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,indication,¿Para qué sirve BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0200,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,adverse_effects,¿Cuáles son los efectos secundarios de BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0201,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,pregnancy,¿Se puede tomar BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA durante el embarazo?,,,,
Q0202,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,dosage,¿Qué dosis de BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA debo tomar?,,,,
Q0203,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,driving,¿Puedo conducir si tomo BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0204,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,contraindications,¿Cuándo no debo tomar BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0205,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,storage,¿Cómo debo conservar BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0206,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,alcohol,¿Puedo tomar BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con alcohol?,,,,
Q0207,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,food,¿Puedo tomar BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con las comidas?,,,,
Q0208,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0209,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0210,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0211,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0212,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0213,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0214,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0215,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0216,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0217,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0218,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0219,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0220,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0221,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0222,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0223,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0224,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0225,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0226,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0227,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0228,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a SERTRALINA CINFA 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0229,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,equivalence,¿Es lo mismo BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA que SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0230,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,recommendation,"¿Qué es mejor, BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA o SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?",,,,
Q0231,P07_SERTRAL,Sertralina 50mg,SNC - Antidepresivos,BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA vs SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,comparative,comparative,switching,¿Puedo cambiar de BESITRAN 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA a SERTRALINA NORMON 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0232,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,indication,¿Para qué sirve ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0233,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,adverse_effects,¿Cuáles son los efectos secundarios de ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0234,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,pregnancy,¿Se puede tomar ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA durante el embarazo?,,,,
Q0235,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,dosage,¿Qué dosis de ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA debo tomar?,,,,
Q0236,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,driving,¿Puedo conducir si tomo ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0237,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,contraindications,¿Cuándo no debo tomar ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0238,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,factual,storage,¿Cómo debo conservar ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA?,,,,
Q0239,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,alcohol,¿Puedo tomar ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con alcohol?,,,,
Q0240,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,False,interaction,food,¿Puedo tomar ZOCOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA con las comidas?,,,,
Q0241,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0242,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0243,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0244,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0245,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0246,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0247,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0248,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
Q0249,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,food,¿Puedo tomar SIMVASTATINA CINFA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con las comidas?,,,,
Q0250,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,indication,¿Para qué sirve SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0251,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,adverse_effects,¿Cuáles son los efectos secundarios de SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0252,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,pregnancy,¿Se puede tomar SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG durante el embarazo?,,,,
Q0253,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,dosage,¿Qué dosis de SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG debo tomar?,,,,
Q0254,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,driving,¿Puedo conducir si tomo SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0255,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,contraindications,¿Cuándo no debo tomar SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0256,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,factual,storage,¿Cómo debo conservar SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG?,,,,
Q0257,P08_SIMVAST,Simvastatina 20mg,Cardiovascular,SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,True,interaction,alcohol,¿Puedo tomar SIMVASTATINA NORMON 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG con alcohol?,,,,
